player,team,pos,opp,pts_ppr,pass_att,pass_cmp,pass_inc,pass_yd,pass_td,pass_int,pass_sack,pass_fd,rush_att,rush_yd,rush_td,rush_fd,rec,rec_tgt,rec_yd,rec_td,rec_fd,fum_lost,pts_allow,fgm,xpm,sack,int,fum_rec,def_td
Cedric O'Neal,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mekhi Sargent,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne Gallman,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwayne Washington,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Laird,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Watson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalin Moore,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Bowser,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles Sanders,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Clement,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godwin Igwebuike,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Dotson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Jackson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desmond Reid,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Collier,LV,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
EJ Smith,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avery Williams,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ty'Son Williams,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawhar Jordan,HOU,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zamir White,NO,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaal Williams,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShunDerrick Powell,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Mims,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonard Fournette,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordon Vaughn,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakob Johnson,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Howland,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamryn Pettway,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dontae Strickland,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevorian Barnes,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Cooper,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel Abanikanda,DAL,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artavis Pierce,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kobe Lewis,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kadarius Calloway,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.J. Logan,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tayon Fleet-Davis,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke McNitt,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Turbin,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shermari Jones,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Anderson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronnie Brown,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sone Ntoh,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Ross,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Potts,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Gore,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pete Guerriero,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijhaa Penny,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toriano Clinton,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry Poggi,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarquez Hunter,MIA,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.J. Williams,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabe Nabers,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramon Jefferson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Vitale,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taquan Mizzell,NYG,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Master Teague,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keshawn Hill,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky Person,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rakeem Boyd,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andy Janovich,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Ralston,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malik Davis,DAL,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.J. Prosise,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devon Johnson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raheem Blackshear,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominic Richardson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan Jones,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrell Jennings,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Aston,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malcolm Brown,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dare Ogunbowale,LV,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.J. Yeldon,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerrith Whyte,GB,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kareem Hunt,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alstevis Squirewell,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markese Stepp,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ray Lawry,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ross Scheuerman,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Marx,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zonovan Knight,ARI,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troymaine Pope,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
De'Mard Llorens,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sherman Badie,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerrion Ealy,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamize Olawale,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Wiley,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javorius Allen,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kye Robichaux,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Coleman,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne Taulapapa,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Lundy,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keilan Robinson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
De'Lance Turner,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaun Wilson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Evans,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ervin Philips,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Smith,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamar Miller,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dean Connors,LAR,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Ellis,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalel Mullings,TEN,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
James White,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryce Love,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaret Patterson,MIN,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.J. Pledger,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clint Ratkovich,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cam Akers,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Radcliff,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon Hilliman,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Johnson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dillon Johnson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Warren,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Stockton,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Davis,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bo Scarbrough,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Nubin,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Ibrahim,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Butler,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myles Gaskin,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Walter,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeSean McCoy,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freddie Stevenson,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Weisman,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentrel Bullock,CIN,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tre Harbison,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ja'Quinden Jackson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Martin,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Gore,BUF,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Bawden,,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carson Steele,PHI,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ty Chandler,NO,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ellis Merriweather,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry Swanson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Chunn,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
SaRodorick Thompson,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qadree Ollison,,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,
