player,team,pos,opp,pts_ppr,pass_att,pass_cmp,pass_inc,pass_yd,pass_td,pass_int,pass_sack,pass_fd,rush_att,rush_yd,rush_td,rush_fd,rec,rec_tgt,rec_yd,rec_td,rec_fd,fum_lost,pts_allow,fgm,xpm,sack,int,fum_rec,def_td
Jayden Daniels,WAS,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew Allar,PIT,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Love,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blaine Gabbert,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Fagnano,BAL,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mac Jones,SF,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Retzlaff,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrian Martinez,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Tanney,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew Brees,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Lauletta,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylen Green,CLE,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Peters,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Milroe,SEA,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Mullens,JAX,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike DiLiello,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
D'Eriq King,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.T. Barrett,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason Rudolph,PIT,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Fitzpatrick,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Bailey,BAL,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Sloter,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Driskel,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Fromm,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Dungey,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Perez,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalan McClendon,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerry Lovelocke,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew Stanton,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caleb Williams,CHI,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Howell,DAL,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacob Sirmon,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Hartman,WAS,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanner Mordecai,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Roethlisberger,PIT,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew Plitt,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase Garbers,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.J. Warner,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerod Evans,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Etling,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nolan Henderson,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryan Bennett,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carter Bradley,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Allen,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamar Jordan,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Wittek,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Plummer,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Streveler,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.J. Perry,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Woodrum,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Moore,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Conque,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Shurmur,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanner McKee,PHI,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sefo Liufau,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrett Nussmeier,KC,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nic Shimonek,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Rudock,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Wooldridge,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Willis,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Ta'amu,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinn Ewers,JAX,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle McCord,MIA,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarrett Stidham,DEN,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kellen Mond,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colby Suits,,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,
